,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,language,question,answer_number
422,422,422,422,422,422,Chinese,守车上有 4 只鸟。莎莉二号比瑞德奶奶大 3 岁。瑞德奶奶的年龄是莎莉四号的两倍。如果莎莉四号和莎莉三十二号一样大，而莎莉三十二号 8 岁，则 4 只鸟一共多少岁？,51
423,423,423,423,423,423,Chinese,杰西卡试图弄清楚自己每个月需要为所有债务偿还多少钱。她学生贷款的每月最低还款额为 300 美元，信用卡的每月最低还款额为 200 美元，抵押贷款的每月最低还款额为 500 美元。如果杰西卡想比最低还款额多还款 50%，她一年还款多少金额？,18000
424,424,424,424,424,424,Chinese,比利正在将土豆削皮和切块，准备为他的大型家庭团聚烧烤会制作土豆沙拉。这是一场盛大的活动，所以他得完成 60 颗土豆。土豆都差不多大小，将每颗土豆削皮和切块所用的时间差不多相同。比利将一颗土豆削皮需要大约一分半钟，但将一颗土豆切块只需大约 5 秒钟。比利准备好这些土豆需要多长时间？,95
425,425,425,425,425,425,Chinese,胡安和弟弟卡洛斯正在卖柠檬水。他们每制作一加仑的柠檬水，需要用掉 3 美元的柠檬和 2 美元的糖。他们每加仑能做出 20 杯，每杯卖 0.50 美元。如果他们的利润是 25 美元，他们花了多少钱买柠檬？,15
426,426,426,426,426,426,Chinese,在一场 240 名亚洲人参加的比赛中，80 名是日本人，剩下的是中国人。如果中国队有 60 名男子队员，则中国队有多少名女子队员？,100
427,427,427,427,427,427,Chinese,"扎伊德用 1/4 的工资付房租，用 1/3 的工资付加油费，并将剩余工资的一半捐赠给他最喜欢的慈善机构。他给他女儿 200 美元作为每周的花销，给他妻子 700 美元作为日用品和其他家庭用品的预算。如果扎伊德每个月挣 6,000 美元，则在支付所有这些费用和捐款后，他还有多少钱？",350
428,428,428,428,428,428,Chinese,拉尼比莫尼克多 10 只螃蟹。莫尼克比波少 4 只螃蟹。如果波有 40 只螃蟹，请计算三个人拥有的螃蟹的总数。,122
429,429,429,429,429,429,Chinese,劳埃德做数学家教每小时挣 10 美元。他第一周做家教 5 小时，第二周做家教 8 小时。他在前两周挣了多少钱？,130
430,430,430,430,430,430,Chinese,在撒莱的学校，两名候选人正在竞选班级代表。如果当选者获得 3/4 的票，而且班级内投票的学生总数是 80 人，请计算落选者获得的票数。,20
431,431,431,431,431,431,Chinese,桑德拉是拐角一家花店的店主，她对弗莱德没有完成订单配送非常不满意。桑德拉订购的红玫瑰数量是白色康乃馨的 4 倍。她还订购了 200 支粉色马蹄莲，这个数量是白色康乃馨的 5 倍。桑德拉威胁道，如果漏送的红玫瑰没有在下午 5 点前送到，她就更换供应商。为了留住桑德拉的业务，弗莱德必须在下午 5 点前送来多少支红玫瑰？,160
432,432,432,432,432,432,Chinese,珍比马克大 2 岁。两年前，马克比让的一半岁数大 5 岁。如果让现在 30 岁，珍现在多少岁？,23
433,433,433,433,433,433,Chinese,两支田径队在一场 4 乘以 400 米的接力赛上进行比赛。在这场比赛中，每支参赛队伍有 4 名队员，每个队员跑 400 米或绕着标准赛道跑一圈。在这两支队伍中，其中一队非常整齐，每位队员跑完 400 米的赛段精确到 55 秒。另一队比较不整齐，第一位选手用 60 秒跑完 400 米的赛段，然后后面每位选手都比前一位选手快 3 秒。根据这项信息，跑得比较快的参赛队多赢了几秒？,2
434,434,434,434,434,434,Chinese,杰瑞正在摇一颗六面骰子。他摇出一个大于 3 的数字的可能性比连续摇出两个偶数的可能性大多少（以百分比表达）？,25
435,435,435,435,435,435,Chinese,詹娜和她妈妈从自家苹果园里摘了一些苹果。詹娜比她妈妈多摘了一半的苹果。如果她妈妈摘了 20 颗苹果，她们两个人摘了多少颗苹果？,30
436,436,436,436,436,436,Chinese,罗素在一家宠物店工作，并且正在给啮齿动物分配秸秆。老鼠以每组相同的数量关在 3 个笼子里，每只老鼠分到 6 根秸秆。仓鼠单独关在 10 个笼子里，每只仓鼠分到 5 根秸秆。此外还有一笼兔子，它们分到了 20 根秸秆。宠物店里的任何其他地方都不使用秸秆。如果 160 根秸秆分给了小啮齿动物，每个笼子里有多少只老鼠？,5
437,437,437,437,437,437,Chinese,曼蒂欠本尼迪克特 100 美元。他们约好月利率为 2%。如果曼蒂能在 3 个月后还清欠款，她需要付给本尼迪克特多少钱？,106
438,438,438,438,438,438,Chinese,一位商人以每袋 20 美元的价格从农夫手里买了几袋小麦。如果把每袋麦子从农场运到仓库要花 2 美元，而且商人在以每袋 30 美元的价格卖掉所有麦子后获得 400 美元的总利润，则他卖掉了多少袋？,50
439,439,439,439,439,439,Chinese,三位朋友花了 20.25 美元买了 3 张游乐场门票。他们还花了比这些门票费用少 4.50 美元的钱买了食物。他们还玩了 2 次不同的游乐设施，每玩一次 33 美元。如果他们同意均摊所有费用，他们每个人要付多少钱？,34
440,440,440,440,440,440,Chinese,约翰摘了 3 个小时的桃子。他一分钟能摘 2 颗桃子。他摘了多少颗桃子？,360
441,441,441,441,441,441,Chinese,鸭子每周要吃 3.5 磅的昆虫才能存活。如果有一群 10 只鸭子，它们每天需要多少磅昆虫？,5
442,442,442,442,442,442,Chinese,汤姆每年种 10 棵树。他每年还砍掉 2 棵树。他从 50 棵树开始种。10 年后，30% 的树死亡。他剩下多少棵树？,91
443,443,443,443,443,443,Chinese,苏住在一个有趣的街区。有个周末，邻居们决定对苏恶作剧。周五上午，邻居们把 18 只粉色塑料火烈鸟放在苏的前院。周六上午，邻居们拿回三分之一的火烈鸟，把它们涂成白色，然后把这些刚涂成白色的火烈鸟放回到苏的前院。然后，周日上午，他们给这群火烈鸟中再加入 18 只粉色塑料火烈鸟。周日中午，粉色塑料火烈鸟比白色塑料火烈鸟多出多少只？,24
444,444,444,444,444,444,Chinese,维奥莱塔想买新的蜡笔。她需要 5 种不同颜色的蜡笔，并为这次购买准备了 20 美元。一支蜡笔 2 美元。她会收到多少零钱？,10
445,445,445,445,445,445,Chinese,一支钢笔的价格是一支铅笔和一块橡皮擦的总价。一支铅笔 1.20 美元，一块橡皮擦 0.30 美元。8 根钢笔多少钱？,12
446,446,446,446,446,446,Chinese,200 磅胡萝卜要分配给某座城市的 40 家餐厅。每家餐厅会收到 2 磅胡萝卜。有多少磅胡萝卜不会用到？,120
447,447,447,447,447,447,Chinese,"在索达市，居民的确切人数是 23,786。他们包括 8,417 个男性和 9,092 个女性。其他人口由儿童构成。索达市有多少儿童？",6277
448,448,448,448,448,448,Chinese,伊莱恩最初有 20 张宝可梦卡。一个月后，她收集到这个数量的三倍。在第二个月，她收集到的卡片数量比她在第一个月收集到的卡片数量少 20 张。在第三个月，她收集到的宝可梦卡数量是她在第一个月和第二个月收集到的卡片数量总和的两倍。她现在一共有多少张宝可梦卡？,320
449,449,449,449,449,449,Chinese,"马克是一位文字编辑。他每周为两个不同的出版商编辑相同数量的句子，而他们各以不同的每句价格付给他费用。出版商乙付给马克的费用是出版商甲支付的费用的两倍。马克每周编辑总数 1,000 个句子，出版商甲每个句子付给他 5 美分。马克每周赚多少美分？",7500
450,450,450,450,450,450,Chinese,巴尔德尔从井里打水。他每天上午打 5 桶水，每天下午打 6 桶水。如果每桶有 5 升水，他每天获得多少升水？,55
451,451,451,451,451,451,Chinese,"约翰在工作中获奖了。这个奖项包括 5,000 美元的 1 倍现金奖励和 5% 的加薪。如果他每周赚 2,000（一年中的每周），并且他在一年中的第一天获奖，则他在这一年赚多少钱？",114200
452,452,452,452,452,452,Chinese,乔茜在她 10 英亩的农场里种植葡萄。每英亩每年产出 5 吨葡萄，每吨葡萄产出 2 桶葡萄酒。她的农场每年产出多少桶葡萄酒？,100
453,453,453,453,453,453,Chinese,卡尔最喜欢的食物是奶酪。他这周每天吃三明治当午餐，每份三明治用 2 片奶酪。他在这周的 3 天吃奶酪和煎蛋卷当早餐，每份煎蛋卷比每份三明治多用了 1 片奶酪。他做了很大一份奶酪通心粉，当作这周的好几顿晚餐吃，并且在里面放了 8 片奶酪。他用了多少片奶酪？,31
454,454,454,454,454,454,Chinese,珍妮特有 22 根绿色笔和 10 根黄色笔。然后她买了 6 包蓝色笔和 2 包红色笔。每包蓝色笔里面有 9 根笔，每包红色笔里面有 6 根笔。珍妮特现在有多少根笔？,98
455,455,455,455,455,455,Chinese,布林利是伯特老师数学班的学生。伯特老师每个学期进行 6 场考试。他允许学生从每个学期的平均分中去掉最低分数。如果布林利在前五场考试中得分为 89、71、92、100 和 86，他需要在第六场考试中考到多少分才能达到平均分 93？,98
456,456,456,456,456,456,Chinese,迈克尔喜欢骑自行车。他每周至少骑 5 次，每次骑 25 公里。他这样骑了 4 周，然后他决定每周只骑自行车 2 次，但每次骑 60 公里，而且他这样骑了 3 周。迈克尔一共骑了多少公里？,860
457,457,457,457,457,457,Chinese,乔的万圣节糖果包里面有 25 根巧克力棒和 80 颗糖渍苹果。每根巧克力棒的重量是每颗糖渍苹果的两倍。如果每根巧克力棒重 40 克，乔的糖果包重多少克？,2600
458,458,458,458,458,458,Chinese,露丝周一去商店买了 4 块蛋糕。周二她去了一家不同的商店买了之前三倍数量的蛋糕。周三她去另一家商店买了周二所购数量 5 倍的蛋糕。她三天一共买了多少蛋糕？,76
459,459,459,459,459,459,Chinese,"二十打杯子的总费用比半打盘子的总费用低 1,200 美元，每个盘子售价 6,000 美元。计算购买每个杯子的总费用。",145
460,460,460,460,460,460,Chinese,萨拉想给自己买一件新夹克和 2 双鞋。她想要的夹克售价 30 美元，每双鞋售价 20 美元。萨拉照看了邻居的孩子 4 次，每次照看他们赚取 5 美元。每次她修剪草坪，她的父母都会付给她 4 美元。如果萨拉在开始照看小孩之前已经存了 10 美元，她要修剪多少次草坪才能买得起夹克和鞋？,10
461,461,461,461,461,461,Chinese,杰瑞有一群鸡。红鸡每天下 3 个蛋，白鸡每天下 5 个蛋。杰瑞每天收集 42 个鸡蛋。如果他的白鸡比红鸡多两只，他有多少只红鸡？,4
462,462,462,462,462,462,Chinese,加里喜欢沿着当地公园的边缘散步，这是一座 1.5 英里乘 6 英里的矩形公园。如果他以 3 英里/小时的速度散步，他散步花了多少小时？,5
463,463,463,463,463,463,Chinese,在一美元商店，斯隆数了数，有 100 位顾客进入了这家店。第二天，她数了数，到店人数比第一天多了 50。如果到第三天为止顾客总数是 500，第三天有多少位顾客到店？,250
464,464,464,464,464,464,Chinese,杰瑞有两座水池，均有缺口，都以 4 加仑/分钟的速度将其排空。4 分钟前，大水池的水量是小水池的两倍。现在大水池的水量是小水池的四倍。小水池里现在有多少水？,8
465,465,465,465,465,465,Chinese,洛莉想买一双 320.00 美元的鞋子和一条 32.00 美元的配套皮带。她的兼职工作每小时挣 8.00 美元。她需要工作多少小时才能购买？,44
466,466,466,466,466,466,Chinese,"珍妮丝借了 2,000 美元并承诺额外返还该金额的 10%。如果她打算 12 个月每月支付 165 美元，到那时珍妮丝剩余的欠款为多少？",220
467,467,467,467,467,467,Chinese,花瓶里有 4 朵玫瑰。花瓶里的大丽花比玫瑰多 7 朵。花瓶里共有多少朵花？,15
468,468,468,468,468,468,Chinese,阿德里安的年龄是哈丽特年龄的三倍，哈丽特的年龄是扎克的一半。如果哈丽特现在 21 岁，计算三年之后这三个人的平均年龄。,45
469,469,469,469,469,469,Chinese,四名学生在一场棋盘游戏中一共获得了 251 分。娜奥米得了 68 分。尤里的得分比娜奥米的一半多 10 分，布里安娜比娜奥米多得了 17 分。乔乔得了多少分？,54
470,470,470,470,470,470,Chinese,卡门完成一个填字游戏需要 10 分钟，完成一个数独游戏需要 5 分钟。周末她完成了 3 个填字游戏和 8 个数独游戏。她玩这些游戏花了多少时间？,70
471,471,471,471,471,471,Chinese,一个水箱装有 120 升水。席琳用水箱里的 90 升水给她的小花园浇水。她之后收集到剩余水量两倍的雨水。现在水箱里有多少升水？,90
472,472,472,472,472,472,Chinese,安迪种了 90 株天竺葵和比天竺葵少 40 株的矮牵牛花。他一共种了多少株花？,140
473,473,473,473,473,473,Chinese,"一家公司一年花了 15,000 美元在广告上，又花了该金额的三分之一在另一年的广告上。这家公司这两年花在广告上的总金额是多少？",20000
474,474,474,474,474,474,Chinese,卡洛斯和本吉在海滩上。卡洛斯以每小时 30 美元的价格租了一艘独木舟，本吉以每小时 18 美元的价格租了一艘香蕉船筏。如果卡洛斯用船 3 小时，本吉用筏 5 小时，他们一共要付多少租金？,180
475,475,475,475,475,475,Chinese,安德鲁计划一场从新泽西前往罗切斯特的公路旅行。乘坐公共汽车从新泽西到罗切斯特需要 6 天，开车所需天数则为其一半。如果他打算乘坐公共汽车去罗切斯特，然后从罗切斯特开车回来，他要旅行多少天？,9
476,476,476,476,476,476,Chinese,詹姆斯正在数他的宝可梦卡牌。他有 30 张火系、20 张草系和 40 张水系。如果他丢失了 8 张水系且购买了 14 张草系，一张随机选择的卡牌为水系的几率是多少（四舍五入到最接近的整数）？,33
477,477,477,477,477,477,Chinese,查德点了一个自制卷饼当午餐。基础卷饼为 6.50 美元。他额外添加了 2.00 美元的肉、1.00 美元的奶酪、1.00 美元的牛油果和 2 份各 0.25 美元的酱汁。他决定多花 3.00 美元升级自己的餐点，添加薯条和一份饮料。他有一张价值 5.00 美元的礼品卡可在结账时使用。他还需付多少？,9
478,478,478,478,478,478,Chinese,凯琳达正和她的妈妈一起拼一幅 360 块的拼图。凯琳达正常情况下每分钟可以拼好 4 块。她妈妈每分钟可以拼好的块数通常为凯琳达的一半。她们拼好这幅拼图需要多少小时？,1
479,479,479,479,479,479,Chinese,一间西瓜农场结了 120 个小西瓜。阿什琳两个月后去了这间农场，发现 30% 的西瓜已经可以摘了，所以她把它们带回了家。当她两周后回来时，剩下的瓜中有 3/4 都熟了，所以她把它们都摘了。这两周后有多少瓜还没有成熟？,21
480,480,480,480,480,480,Chinese,"马克为他的公司买了一支由 12 辆车组成的车队。每辆车售价 20,000 美元。他为这些车付了 10% 的税，又为每辆车交了 1,000 美元的注册费。他为这一切花了多少钱？",276000
481,481,481,481,481,481,Chinese,凯莉和罗伯特喜欢去海滩收集贝壳。周一，凯莉比罗伯特多收集了 5 枚贝壳，罗伯特收集了 20 枚贝壳。周二，凯莉收集的贝壳比她周一收集的多出 2 倍。凯莉周二收集了多少贝壳？,50
482,482,482,482,482,482,Chinese,达克斯去他们的农场摘苹果，发现花园里的虫子数量是蚂蚁的一半。如果有 50 只蚂蚁，计算花园里昆虫的总数。,75
483,483,483,483,483,483,Chinese,有 36 只企鹅在雪地里晒太阳。其中三分之一跳入海中游泳。另外三分之一进入洞穴进食。还有多少企鹅在晒太阳？,12
484,484,484,484,484,484,Chinese,史蒂夫决定开始吃更多番茄，并决定自己种植小番茄。他吃的是他女朋友的两倍。他每天吃 6 个。如果一根藤蔓每周能结 3 个番茄，他需要多少根藤蔓？,21
485,485,485,485,485,485,Chinese,约翰点了一些披萨和他的朋友分享。一共有 20 位朋友，约翰想确保每个人都能吃到 4 块。披萨只能切成 8 块出售。约翰需要点多少披萨？,10
486,486,486,486,486,486,Chinese,拉姆使用很多钢笔。他发现他可以通过将五支空钢笔的墨水混合做成一支满墨的钢笔来省钱。如果他买了 25 支钢笔，然后在墨水快用完时用它们来制作新的钢笔，他会获得多少支满墨的钢笔？,31
487,487,487,487,487,487,Chinese,约翰尼拿了 20 美元的零用钱，又在这基础上加了 10 美元。然后他将这笔钱用于投资，一年内涨到了原来的三倍。一年后他有多少钱？,90
488,488,488,488,488,488,Chinese,玛丽比琼小两岁，琼比杰莎大五岁。如果杰莎 20 岁，这三个女孩的年龄总和是多少？,68
489,489,489,489,489,489,Chinese,"一间学校礼堂里的学生人数为 1,000。礼堂有 3 个入口 A、B 和 C，同时也充当出口。如果在一次会议后，30% 的学生从 A 出口出去了，剩下的有 3/5 从 B 出口出去了，余下的从 C 出口出去了，计算从 C 出口出去的学生人数。",280
490,490,490,490,490,490,Chinese,詹姆斯比罗伯特多 6 块糖果。约翰的糖果是罗伯特的两倍。如果约翰有 54 块糖果，约翰比詹姆斯多多少块糖果？,21
491,491,491,491,491,491,Chinese,多莉有两本书。潘多拉有一本。如果多莉和潘多拉都读对方的书和自己的书，到最后她们一共会读多少本书？,6
492,492,492,492,492,492,Chinese,迈克曾是 5 个人的笔友。他和其中 2 个不再是笔友了。他们每个人每周寄 2 封 5 页长的信。他以相同的方式回应。他每 6 分钟能写一页。他一周花多少小时写信？,3
493,493,493,493,493,493,Chinese,"杰森每月有 1,000 分钟的手机套餐。他每天都要和老板打 15 分钟的电话，这个月他已经与其他人额外通话了 300 分钟。如果这个月有 30 天，杰森还剩多少分钟？",250
494,494,494,494,494,494,Chinese,格里芬有 24 根薯条，但是凯尔拿了其中 5 根。比利拿的是凯尔的两倍。金杰给了格里芬一把她的薯条，然后科尔比从格里芬那里拿了比凯尔所拿数量少 3 根的薯条。如果最后格里芬有 27 根薯条，金杰给了格里芬多少根薯条？,20
495,495,495,495,495,495,Chinese,一个水族箱里有 4 只蜗牛，另一个水族箱里有 32 只蜗牛。这两个水族箱里的蜗牛数量之差是两个水族箱里鱼数量的两倍。如果两个水族箱里鱼的数量相同，每个水族箱里有多少条鱼？,7
496,496,496,496,496,496,Chinese,珍的化妆师每小时收费 250 美元。她参演的一部电影需要非常昂贵的化妆品，每天要花 6 个小时化妆，她一周要化妆 4 次。这部电影需要 5 周拍完。电影拍完后，化妆师给了珍 10% 的折扣，因为工作量很大。珍付了多少钱？,27000
497,497,497,497,497,497,Chinese,伊莎贝尔为她妹妹的生日派对买了派对用品。她花 12 美元买了蛋糕的原材料，43 美元买了生日礼物，15 美元买了装饰品，4 美元买了邀请函，22 美元买了派对客人的礼品袋。她和父母三人平摊费用。每人付了多少美元？,32
498,498,498,498,498,498,Chinese,一位厨师买了 4 袋洋葱。每袋重 50 磅。一磅洋葱售价 1.50 美元。这位厨师花了多少钱？,300
499,499,499,499,499,499,Chinese,周一，苏吃的饼干是她妹妹的 4 倍。周二，她吃的饼干是她妹妹的两倍。她妹妹周一吃了 5 块饼干，第二天吃了 13 块。如果 1 块饼干含有 200 卡路里，苏比她妹妹多摄入了多少卡路里？,5600
500,500,500,500,500,500,Spanish,Los patos de Janet ponen 16 huevos por día. Ella come tres en el desayuno todas las mañanas y usa cuatro para hornear magdalenas para sus amigos todos los días. Vende lo que sobra en el mercado de productores diariamente a $2 el huevo fresco de pato. ¿Cuánto gana en dólares todos los días en el mercado de productores?,18
501,501,501,501,501,501,Spanish,Una bata lleva 2 rollos de tela azul y la mitad de esa cantidad de tela blanca. ¿Cuántos rollos se necesitan en total?,3
502,502,502,502,502,502,Spanish,Josh decide intentar remodelar y vender una casa. Compra una casa de $80 000 y luego agrega $50 000 para las reparaciones. Esto aumenta un 150 % el valor de la casa. ¿Cuánto obtuvo de ganancia?,70000
503,503,503,503,503,503,Spanish,James decide correr 3 carreras de velocidad 3 veces por semana. Corre 60 metros en cada carrera de velocidad. ¿Cuántos metros corre en total por semana?,540
504,504,504,504,504,504,Spanish,"Todos los días, Wendi alimenta a cada uno de sus pollos con tres tazas de alimento mixto para pollo que contiene semillas, larvas y verduras para ayudarlos a mantenerse saludables. Alimenta a los pollos en tres comidas separadas. Por la mañana, le da a su bandada de pollos 15 tazas de alimento. Por la tarde, le da otras 25 tazas de alimento. ¿Cuántas tazas de alimento necesita darle a sus pollos en la última comida del día si el tamaño de la bandada de Wendi es de 20 pollos?",20
505,505,505,505,505,505,Spanish,"Kylar fue a la tienda a comprar vasos para su nuevo departamento. Un vaso cuesta $5, pero cada segundo vaso cuesta solo el 60 % del precio. Kylar quiere comprar 16 vasos. ¿Cuánto dinero necesita para pagarlos?",64
506,506,506,506,506,506,Spanish,"En Toulouse hay el doble de ovejas que en Charleston. En Charleston hay 4 veces más ovejas que en Seattle. ¿Cuántas ovejas hay en total en Toulouse, Charleston y Seattle si en Seattle hay 20 ovejas?",260
507,507,507,507,507,507,Spanish,"Carla está descargando un archivo de 200 GB. Por lo general, puede descargar 2 GB por minuto, pero en el 40 % de la descarga, Windows fuerza un reinicio para instalar actualizaciones, lo que demora 20 minutos. Entonces Carla tiene que reiniciar la descarga desde el principio. ¿Cuánto tiempo lleva la descarga del archivo?",160
508,508,508,508,508,508,Spanish,"John conduce durante 3 horas a una velocidad de 60 mph y luego da la vuelta porque se da cuenta de que se olvidó algo muy importante en la casa. Intenta volver a la casa en 4 horas, pero pasa las primeras 2 horas en un embotellamiento de tráfico. La siguiente media hora conduce a una velocidad de 30 mph antes de poder conducir el tiempo restante de las 4 horas a 80 mph. ¿A qué distancia de la casa se encuentra al final de esas 4 horas?",45
509,509,509,509,509,509,Spanish,"La tarifa de Eliza por hora para las primeras 40 horas de trabajo cada semana es $10. También recibe un pago por horas extras de 1,2 veces su tarifa habitual por hora. ¿Cuánto gana Eliza esta semana si trabajó 45 horas?",460
510,510,510,510,510,510,Spanish,"Un programa nuevo tuvo 60 descargas en el primer mes. La cantidad de descargas en el segundo mes fue tres veces más que las descargas en el primer mes, pero luego se redujo un 30 % en el tercer mes. ¿Cuántas descargas tuvo en total el programa durante los tres meses?",366
511,511,511,511,511,511,Spanish,"Toula fue a la panadería y compró distintos tipos de pasteles. Compró 3 docenas de donas que cuestan $68 la docena, 2 docenas de mini pastelillos que cuestan $80 la docena y 6 docenas de tortitas de queso a $55 la docena. ¿Cuánto costó todo?",694
512,512,512,512,512,512,Spanish,"Carlos planta un limonero. Plantar el árbol le costará $90. Cada año dará 7 limones, que puede vender a $1,5 cada uno. Regar y nutrir el árbol cuesta $3 al año. ¿Cuántos años le llevará comenzar a ganar dinero con el limonero?",13
513,513,513,513,513,513,Spanish,"Melanie es vendedora a domicilio. Vendió un tercio de sus aspiradoras en la casa verde, 2 más en la casa roja y la mitad de lo que le quedaba en la casa naranja. Si a Melanie le quedan 5 aspiradoras, ¿cuántas tenía al comienzo?",18
514,514,514,514,514,514,Spanish,"En una clase de danza de 20 estudiantes, el 20 % se inscribió en danza contemporánea, el 25 % del resto se inscribió en danza jazz y el resto se inscribió en danza hip-hop. ¿Qué porcentaje del total de los estudiantes se inscribió en danza hip-hop?",60
515,515,515,515,515,515,Spanish,"Un comerciante quiere elegir entre 2 planes de compra: joyas por un valor de $5000 o dispositivos electrónicos por un valor de $8000. Su asesor financiero especula con que el mercado de las joyas subirá un 2,5 % mientras que el mercado de los dispositivos electrónicos subirá un 1,2 % en el mismo mes. Si el comerciante quiere elegir una opción que le permita aumentar al máximo la ganancia al final de este mes, ¿de cuánto sería esta ganancia?",125
516,516,516,516,516,516,Spanish,"Dos trenes salen de San Rafael a la misma hora. Comienzan a viajar hacia el oeste, ambos recorren 80 millas. Al día siguiente, viajan hacia el norte y recorren 150 milla. ¿Qué distancia recorrió cada tren en los dos días?",230
517,517,517,517,517,517,Spanish,"A Jill le pagan $20 la hora por enseñar y $30 por ser entrenadora de porristas. ¿Cuál es su salario anual si trabaja 50 semanas al año, 35 horas a la semana como maestra y 15 horas a la semana como entrenadora?",57500
518,518,518,518,518,518,Spanish,Claire prepara una tortilla de huevos con 3 huevos todas las mañanas para el desayuno. ¿Cuántas docenas de huevo comerá en 4 semanas?,7
519,519,519,519,519,519,Spanish,"Marissa sale de excursión por un sendero de 12 millas. Le llevó 1 hora caminar las primeras 4 millas, luego otra hora caminar las siguientes dos millas. Si quiere que su velocidad promedio sea 4 millas por hora, ¿a qué velocidad (en millas por hora) debe caminar el resto de la distancia?",6
520,520,520,520,520,520,Spanish,"Tengo 10 litros de refresco de naranja que contienen dos tercios de agua y quiero agregarlo a 15 litros de refresco de piña que contienen tres quintos de agua. Pero al verterlo, derramo un litro de refresco de naranja. ¿Cuánta agua hay en los 24 litros restantes?",15
521,521,521,521,521,521,Spanish,"Raymond y Samantha son primos. Raymond nació 6 años antes que Samantha. Raymond tuvo un hijo a los 23 años. Si Samantha ahora tiene 31 años, ¿cuántos años hace que nació el hijo de Raymond?",14
522,522,522,522,522,522,Spanish,Billy vende DVD. El martes recibe 8 clientes. Sus primeros 3 clientes compran un DVD cada uno. Los siguientes 2 clientes compran 2 DVD cada uno. Los últimos 3 clientes no compran ningún DVD. ¿Cuántos DVD vendió Billy el martes?,7
523,523,523,523,523,523,Spanish,Una vela se derrite 2 centímetros cada hora que está encendida. ¿Cuántos centímetros más corta será una vela después de arder de la 1:00 p. m. a las 5:00 p. m.?,8
524,524,524,524,524,524,Spanish,"Kyle compró el libro más vendido del año pasado por $19,50. Esto es con un 25 % de descuento del precio original. ¿Cuál era el precio original del libro?",26
525,525,525,525,525,525,Spanish,"Marie pidió una comida con pollo que cuesta $12, 5 cajas de leche que cuestan $3 cada una, 4 manazas que cuestan $1,50 cada una y algunas cajas de pizza. Marie pagó un total de $50. ¿Cuántas cajas de pizza pidió Marie si cada caja cuesta $8,50?",2
526,526,526,526,526,526,Spanish,"Mishka compró 3 pares de pantalones cortos, 3 pares de pantalones y 3 pares de zapatos. Un par de pantalones cortos cuesta $16,50. Un par de pantalones cuesta $22,50 y un par de zapatos cuesta $42. ¿Cuántos dólares gastó Mishka en todas las prendas de vestir?",243
527,527,527,527,527,527,Spanish,"Cynthia come una porción de helado todas las noches. Compra cajas de helado con 15 porciones de helado cada una a un costo de $4,00 la caja. ¿Cuánto gastará en helado después de 60 días?",16
528,528,528,528,528,528,Spanish,Henry hizo dos paradas durante su viaje en bicicleta de 60 millas. Primero paró después de 20 millas. Su segunda parada fue 15 millas antes de terminar el viaje. ¿Cuántas millas recorrió entre la primera y la segunda parada?,25
529,529,529,529,529,529,Spanish,"Gloria está comprando zapatos cuando ve un par de botas que se ajustan a su presupuesto para zapatos. Sin embargo, debe elegir entre las botas y dos pares de zapatos de taco alto que sumados cuestan cinco dólares menos que las botas. Si un par de zapatos de taco alto cuesta $33 y el otro cuesta el doble, ¿cuánto cuestan las botas?",104
530,530,530,530,530,530,Spanish,La proporción de las edades de Darrell y Allen es 7:11. Calcule la edad de Allen dentro de 10 años si la edad total de ambos ahora es 162.,109
531,531,531,531,531,531,Spanish,Gunter está tratando de contar los caramelos de goma que hay en un frasco. Le pregunta a sus amigos cuántos creen que hay en el frasco. Uno dice 80. Otro dice 20 más que la mitad del primero. Un tercero dice un 25 % más que el primero. ¿Cuál es su cálculo promedio?,80
532,532,532,532,532,532,Spanish,John cuida 10 perros. A cada perro le lleva media hora por día pasear y hacer sus necesidades. ¿Cuántas horas a la semana le dedica al cuidado de los perros?,35
533,533,533,533,533,533,Spanish,Gretchen tiene 110 monedas. Hay 30 monedas más de oro que de plata. ¿Cuántas monedas de oro tiene Gretchen?,70
534,534,534,534,534,534,Spanish,"Siobhan tiene 2 joyas menos que Aaron. Aaron tiene 5 joyas más que la mitad de joyas de Raymond. Si Raymond tiene 40 joyas, ¿cuántas joyas tiene Siobhan?",23
535,535,535,535,535,535,Spanish,"Mike juega al pimpón durante 40 minutos. En los primeros 20 minutos, gana 4 puntos. En los segundos 20 minutos, gana un 25 % más de puntos. ¿Cuántos puntos ganó en total?",9
536,536,536,536,536,536,Spanish,Terry come 2 yogures por día. Actualmente hay una oferta de 4 yogures por $5. ¿Cuánto gasta en yogur durante 30 días?,75
537,537,537,537,537,537,Spanish,John planea vender todos sus juguetes y usar el dinero para comprar videojuegos. Tiene 13 juegos de Lego que vende a $15 cada uno. Termina comprando 8 videojuegos por $20 cada uno y le sobran $5. ¿Cuántos juegos de Lego le quedan todavía?,2
538,538,538,538,538,538,Spanish,John corre 60 millas por semana. Corre 3 días a la semana. El primer día corre 3 horas y la mitad de lo que corre los otros dos días. ¿A qué velocidad corre?,10
539,539,539,539,539,539,Spanish,"Dana puede correr a una velocidad cuatro veces más rápido que lo que puede caminar, pero puede saltar a una velocidad que es la mitad de rápido de lo que puede correr. Si puede saltar a 3 millas por hora, ¿cuántas millas puede recorrer en seis horas si corre un tercio del tiempo y camina dos tercios del tiempo?",18
